instance,recent_max,z_score,historical_mean,historical_std
instance-821242b1-99b3-43db-85bd-bab4bb257103,3.84,2.67,2.15,0.63
instance-84b36db3-c9e2-4a05-979e-7dbe07cab7a3,4.47,2.67,3.38,0.41
instance-84c820f5-bb56-4ec6-8fd4-186e6cdb7534,6.87,2.67,6.41,0.17
instance-85497726-a62b-4e4d-b53c-fc5e49b6755a,18.95,2.67,16.82,0.8
instance-869186b4-6f02-4e8f-aabf-9001446046ca,3.71,2.67,3.03,0.25
instance-914e31ca-fcf0-45e4-b517-25094483845b,19.32,2.67,15.86,1.29
instance-91cdfe4a-dad8-47ff-9812-79ab969871a3,15.26,2.67,12.41,1.07
instance-91fc07e5-cb2d-4301-a48e-7ec36036e5da,3.67,2.67,2.59,0.4
instance-98c847f9-d5f2-4821-ab25-c11c22aeb27a,14.95,2.67,13.66,0.48
instance-a6778951-c880-4359-a22e-3a8f1f8851df,3.64,2.67,2.7,0.35
instance-a80145c8-e394-4141-8473-f92fa2b4c426,1.27,2.67,0.93,0.13
instance-add3a71b-a93f-4f6a-9e7d-35dfd178bd38,2.01,2.67,1.96,0.02
instance-b207ab6a-d7bb-4b31-a03c-eb454ba45460,1.62,2.67,1.58,0.01
instance-ba4087ec-84da-4717-a9ed-1a95ec04f59e,7.0,2.67,6.55,0.17
instance-bd57dec6-0f34-4c6b-87e9-f00bf5068f90,3.16,2.67,2.9,0.1
instance-bf891ce2-afdf-4958-a302-81ac16b0ef80,3.77,2.67,3.29,0.18
instance-c0391abc-3c58-4253-ae9d-283ee7004b5e,10.23,2.67,9.42,0.3
instance-c45bc584-eb15-4884-be7b-9a6739a3dcd9,14.11,2.67,13.43,0.26
instance-ca205a6b-4193-467b-8f72-6ea81f68e594,3.53,2.67,3.25,0.1
instance-cb747286-f590-45f2-81ad-8752658099f9,4.21,2.67,4.04,0.06
instance-d5270d42-f034-4c3a-937e-5e499629323b,4.54,2.67,4.03,0.19
instance-d751924d-e56d-4b51-a1bb-9350a17a736c,9.99,2.67,9.83,0.06
instance-d7def4c3-3976-4f65-9901-7bd1cde6bb5c,6.89,2.67,3.69,1.2
instance-d852f3af-641d-4bb4-85fe-ef03deb84f11,1.69,2.67,1.4,0.11
instance-dc3dd520-c70c-42e1-87d4-54d11f22eb6a,17.9,2.67,12.82,1.9
instance-ddaac7c4-f4d9-4b8c-adcd-f8f7d3411d22,8.62,2.67,7.28,0.5
instance-e6414f09-38ba-426c-94c6-6d160a13c35c,11.23,2.67,4.45,2.54
instance-f18713fc-00bb-4b5b-bfad-aa9b4bba711b,14.38,2.67,3.26,4.16
instance-f5aca33b-062f-43bc-b656-d516daaee6cc,1.91,2.67,1.37,0.2
instance-038e7abe-b798-430b-bcf6-a1f6e7d6796a,3.09,2.66,2.37,0.27
instance-08361bc3-eb9d-4c97-9c4b-626d91e7b42d,10.5,2.66,9.19,0.49
instance-09370aae-408b-47e0-802a-87586d479349,4.31,2.66,3.94,0.14
instance-0c870416-78f1-4606-981e-935c1b2ed689,3.61,2.66,2.77,0.31
instance-1ed92dd2-d0e8-48de-a1c0-94f922c1df15,2.94,2.66,2.17,0.29
instance-25f808fb-47ec-4320-add3-38e49f0232d2,10.22,2.66,9.21,0.38
instance-290c803b-a514-4079-91f0-3d4fc2033551,21.44,2.66,12.42,3.39
instance-2cab711d-c295-487f-95af-e271a5e57ba0,4.68,2.66,4.21,0.18
instance-38610da4-4412-4dc0-abc4-f574f6a521a5,53.92,2.66,17.94,13.51
instance-3f488c3b-9f54-4bdb-9602-271830b3b891,1.43,2.66,1.12,0.12
instance-47f5bf42-e86f-435f-986b-fcb96413bffd,7.65,2.66,6.16,0.56
instance-50356736-8cc0-4c04-b14a-2c581989a42b,2.13,2.66,1.66,0.18
instance-517ac339-0f7f-486b-bdc3-d93acb749dec,4.74,2.66,3.64,0.41
instance-5444f577-f184-41e9-a8a5-95a99172127e,4.01,2.66,3.13,0.33
instance-6694df74-26e2-47e4-8f09-8403e568d3b9,19.26,2.66,16.59,1.0
instance-6d0bd4ab-913f-4ab3-b5ca-555cb3294596,17.17,2.66,15.84,0.5
instance-73bd6e44-c7db-4334-a21e-268ebb714079,7.58,2.66,7.06,0.2
instance-7413f7ca-a2e8-41f1-8c0b-79094d067057,7.87,2.66,7.07,0.3
instance-75fd6b13-a22d-480b-af78-0a7ae370c8cc,6.74,2.66,5.3,0.54
instance-77c15c3a-fe5f-4280-8b2b-9a479db84fd3,0.84,2.66,0.68,0.06
instance-7d842644-9823-498c-a546-ad93624d3193,9.07,2.66,7.04,0.76
instance-89fb35d7-d84d-42e2-9413-792862862bfd,4.44,2.66,3.18,0.47
instance-8c20e1d1-08c2-4c01-bc3e-dc8498cc3372,3.37,2.66,3.19,0.07
instance-8df81a07-1d4a-4a92-b208-21835889819b,4.37,2.66,3.12,0.47
instance-93c73b82-ade1-4a34-9d8c-dae08c6c3d5c,6.64,2.66,3.47,1.19
instance-9927d686-191d-4648-ae6b-e9047a5636b6,4.98,2.66,3.25,0.65
instance-9cf424c4-fd7b-46d8-9d5d-bed2df8fe207,3.24,2.66,2.25,0.37
instance-aae05106-f6b1-41c8-862d-c4218e296a5c,2.76,2.66,2.46,0.11
instance-b1fad7e6-6c85-47c6-ae23-1158563efa25,49.19,2.66,11.76,14.1
instance-bc97c10b-2f95-4d73-bf02-52fdcb79bfa5,15.24,2.66,13.6,0.62
instance-bd89de14-824d-4491-a2e0-1aa80c0d6c60,14.95,2.66,4.13,4.07
instance-c6cc902a-f667-416d-bde2-eabaeb5092b2,3.68,2.66,2.77,0.34
instance-cb033093-16f4-4a0b-83ed-f38ad6dd571d,0.54,2.66,0.51,0.01
instance-cf650dfe-184c-460a-8698-0a3b5c1ba8cb,5.19,2.66,4.61,0.22
instance-d08196ac-26a2-4fe3-8424-9a2030bc0556,42.12,2.66,23.04,7.17
instance-d1282d8a-d52a-4eae-ad18-04fac9616122,32.98,2.66,31.54,0.54
instance-dd200803-0583-4d88-ad4d-c21e242692e2,6.11,2.66,4.94,0.44
instance-dd2ada32-b9aa-4b8e-9753-5ad9b7c8f2b7,3.23,2.66,2.32,0.34
instance-df2a6138-6370-4d93-bd04-0191eb1ef69c,7.61,2.66,6.07,0.58
instance-e60cdd3d-fab1-42bf-a3f7-7f0352590ec0,1.5,2.66,1.4,0.04
instance-e652b9b2-c083-4ef4-b256-0e1468d419a5,2.34,2.66,2.07,0.1
instance-e8cc0526-98c1-4808-91db-b295ac40cb61,0.67,2.66,0.56,0.04
instance-ed9b96d4-0bf6-4fca-9ec8-860518eae770,0.74,2.66,0.63,0.04
instance-edfe8915-fe03-416d-bd08-5228a4ecb68b,2.82,2.66,2.19,0.24
instance-fb0e0343-8a10-4a9c-8d2a-c3dd13e97013,4.26,2.66,3.11,0.43
instance-fdc58a7c-834c-4436-9a57-b84074c985d2,7.53,2.66,6.2,0.5
instance-fe1d718e-8f73-475b-9801-bf22d459be1e,3.19,2.66,2.07,0.42
instance-08560090-9cea-4e3f-a780-5cb7c9233845,3.63,2.65,2.54,0.41
instance-0aabc93a-c0a7-465b-b8e4-cec68034f837,4.17,2.65,3.19,0.37
instance-1ae32407-8f5d-42ba-9c9e-dc20332c7f7d,10.15,2.65,7.93,0.84
instance-29bbfafc-9938-4c61-8ac7-b4a8f4147ffa,10.71,2.65,10.21,0.19
instance-37561ab3-1bd1-4bc7-9787-1c098e64d2d1,17.87,2.65,15.81,0.78
instance-384d886e-7dd9-4192-b807-5cdb0dd528a9,6.63,2.65,5.5,0.42
instance-3a4d0d80-03b0-4308-8561-b2fbdd92d72e,0.17,2.65,0.16,0.0
instance-3b6f970c-82eb-4acb-80f6-db7205a36b04,18.24,2.65,15.41,1.07
instance-3cd872da-6294-4182-a1a2-724ffcbdef70,9.64,2.65,5.69,1.49
instance-41374a48-5d61-43fc-87f8-e69a4d6e8e45,39.29,2.65,26.13,4.96
instance-43216ddc-1bee-4813-a270-849020899c62,15.88,2.65,15.05,0.31
instance-54b5a5e4-6995-43d0-bbb2-ae8a58f212e8,9.46,2.65,8.48,0.37
instance-561b7dfd-9deb-4f5e-9316-0e8c5f4dbfab,3.25,2.65,2.77,0.18
instance-5675f8ca-50ee-4286-b490-4020906693e3,17.01,2.65,15.65,0.51
instance-5bea3709-2ff1-49a8-b6cf-56a9fa1b5e40,5.02,2.65,2.53,0.94
instance-607fe9bd-6e56-4e44-8848-6c5739605610,8.13,2.65,6.23,0.72
instance-6501ce63-2801-419d-a239-5930ebeb6dc0,2.7,2.65,2.32,0.14
instance-660bf052-a636-4314-9267-7d090acd4728,3.72,2.65,2.75,0.36
instance-683fb302-e755-48be-a7b3-2d6c6cf69f93,0.05,2.65,0.04,0.0
instance-6b75d09a-8b47-4dd4-9aae-38b5fbacc85b,8.07,2.65,6.33,0.66
instance-6d16ac6b-9e1a-4411-b497-95c3e477ff05,60.93,2.65,9.36,19.47
instance-6e06aebf-501e-4f1b-8235-34f34639c966,57.78,2.65,54.81,1.12
instance-72d17b4b-e11d-4eff-8afc-884702fa8d63,9.73,2.65,7.65,0.79
instance-77b1d6fa-056c-48f3-a8fc-15a0eeb46229,12.66,2.65,11.95,0.27
instance-87fe68bd-e83b-404b-a8fc-b8089c0d5578,24.18,2.65,16.44,2.93
instance-88b634d4-62e7-49eb-bd6f-fbbdd64bf211,25.62,2.65,23.15,0.93
instance-8f71aa34-f7ed-46da-9050-2949c6b9838a,9.32,2.65,8.72,0.23
instance-96e644f1-98b5-4c53-9f8c-e502ac1238de,7.62,2.65,4.56,1.16
instance-9ac1b9fd-c48c-45ec-8a4c-d73c1adac559,2.91,2.65,2.61,0.11
instance-9d17c955-9905-4443-b761-f7d1df17188e,3.84,2.65,3.49,0.13
instance-a0fc278c-ace1-4464-b067-46fb5f59880d,6.42,2.65,5.17,0.47
instance-a6236c76-828d-4820-b2a1-36df34beb322,5.5,2.65,4.07,0.54
instance-a8888515-851b-4cde-843b-6565bb839d92,17.01,2.65,15.9,0.42
instance-a9b788d0-56e7-4e13-9675-cef545bd8b5d,5.33,2.65,4.41,0.35
instance-b850ae38-dbdb-4a97-ba1c-ced23bc63690,4.35,2.65,3.91,0.17
instance-bd5a6728-82f1-4641-9207-86eaa47a7ab0,2.21,2.65,1.66,0.21
instance-be73ad12-f543-4de8-8dce-f3c749a0472c,12.59,2.65,11.51,0.41
instance-ca53ff12-9123-45d3-aaa2-2f0994bdf028,0.86,2.65,0.76,0.04
instance-d70fe558-0d8d-43ea-a50a-14589cbca276,17.54,2.65,16.01,0.58
instance-dbdc8e6e-7213-42a9-897f-e62b937802e3,0.12,2.65,0.11,0.0
instance-e5165f4f-1689-4356-8c6d-b73a502d68fb,5.88,2.65,3.73,0.81
instance-e7e3669e-d5f1-4fab-a737-a8c567c2a9fa,4.15,2.65,3.91,0.09
instance-eaa096a4-d8fa-4a6c-8cbd-a02e8adcf295,7.12,2.65,5.07,0.77
instance-eb8b8106-f6c2-4e82-9bb4-648953a8cff7,18.75,2.65,13.66,1.92
instance-f08afacb-8118-4a6c-85d2-3c4ee356cf10,3.5,2.65,2.52,0.37
instance-fb08e05e-f2b5-41e8-8442-bb88a5ca30e1,12.18,2.65,11.23,0.36
instance-febdd90e-6584-4cfc-81b9-a0e136d3db3d,15.11,2.65,8.54,2.48
instance-00655607-7797-4976-9f61-162c951d8966,6.28,2.64,4.6,0.64
instance-018fd34e-8f09-448d-9b67-51eb4596fcce,5.33,2.64,4.38,0.36
instance-1812a108-3e01-435c-a963-cf2cb1535a54,3.41,2.64,2.47,0.36
instance-2bd5a0ca-0adb-4cb1-a1df-775689500135,10.2,2.64,9.46,0.28
instance-2dc7a78a-0e93-461b-9426-700f6685d174,7.58,2.64,5.87,0.65
instance-2fe30551-4657-476f-a70c-d9f80ef69010,1.36,2.64,1.2,0.06
instance-30a47a8b-2de9-40d6-8691-7ec58c7dae88,4.74,2.64,4.07,0.25
instance-33719b09-d201-4acd-8508-9311d4c98d6c,1.31,2.64,1.22,0.04
instance-37777c65-88ba-41d2-a31a-33349a777d34,10.39,2.64,8.27,0.8
instance-3face76b-25f6-433a-814f-7c6fa6211ff6,1.59,2.64,1.36,0.09
instance-434760af-ab4a-4ef0-b170-aeec7519d1b5,7.33,2.64,4.88,0.93
instance-4380ae56-9239-46aa-9704-587869eb970d,2.65,2.64,2.46,0.07
instance-4ca0a39b-c04e-48a1-8b61-08913833fde5,3.72,2.64,2.73,0.37
instance-4f892ba2-1c4c-4bb9-826d-3af862b65412,15.73,2.64,14.76,0.37
instance-5f0351a1-7cf2-44fe-bd71-445b90c4c520,2.62,2.64,2.41,0.08
instance-669ebd47-156c-44da-b16e-f25ec8427958,41.94,2.64,35.02,2.62
instance-670202b7-addb-4962-9f77-51b17a4ba611,3.45,2.64,2.82,0.24
instance-675acab0-8b81-4c7f-bc91-f8bbf47f8dba,3.66,2.64,2.85,0.31
instance-6a072b6a-62f7-4e99-a799-d4d5bf0f3eb0,4.3,2.64,3.33,0.37
instance-715ec59c-25a7-44df-b9b5-a48cf841a9cd,3.75,2.64,3.39,0.14
instance-730c7498-c506-4006-b4b3-6b36b046188d,1.2,2.64,1.1,0.04
instance-77532e1a-11a9-4055-ad7b-49e06438a0d4,3.15,2.64,2.49,0.25
instance-7e773e34-88f3-48fa-bdb8-01f4a3088a9c,1.36,2.64,1.06,0.11
instance-82ca43e8-6bd2-4a8e-a115-2d3ac86b7c60,3.3,2.64,2.55,0.28
instance-873df37f-eac5-45cf-b52a-f0d135faef21,6.28,2.64,5.12,0.44
instance-8b99edd0-d88b-4796-a91d-00e3ea021dff,0.85,2.64,0.73,0.05
instance-8c7b2c2c-b9d9-4c64-865a-77784f076409,2.26,2.64,2.02,0.09
instance-91ba6c67-5309-4e8f-bfbd-d832e47601f6,2.49,2.64,1.93,0.21
instance-99510d42-17c1-4d1c-a2f5-82c7257d5a9f,12.08,2.64,9.74,0.89
instance-99d118f4-d035-4624-9172-70fa950c5746,1.06,2.64,0.81,0.09
instance-9b5d38cd-b30c-4ea5-b513-9095252a0a06,1.93,2.64,1.82,0.04
instance-a0656291-c676-4c5a-a8c4-136d425a7216,26.52,2.64,20.68,2.21
instance-a3ab3440-0274-4c4b-9450-3d7dce79cfe8,1.59,2.64,1.33,0.1
instance-a523af97-d5d1-4fcd-9ead-4a8054a9d252,3.96,2.64,2.76,0.45
instance-af908c51-53a7-4534-8d77-30847dbbd033,4.28,2.64,3.64,0.24
instance-b0494911-71a3-47a6-bd75-801575927e1e,16.59,2.64,13.71,1.09
instance-b0582a5e-c997-4215-89bb-13fd2a043b68,2.53,2.64,2.04,0.19
instance-b8a990f3-db7b-4af9-b5f9-c43c51a59af9,3.8,2.64,2.85,0.36
instance-bbee0ff9-bd3f-407c-9bf4-0921da966a58,4.81,2.64,4.43,0.14
instance-bdaaec15-c95c-4df6-ad6e-14c6185f3ce0,5.44,2.64,5.11,0.13
instance-c222b762-8d52-4317-bca5-4776df50d424,9.46,2.64,5.85,1.37
instance-c28bb676-bfdd-4cdd-85b4-7ff098b416c1,5.61,2.64,5.2,0.16
instance-c6800f60-c8e8-4ea7-b682-e2e5f83168a8,3.79,2.64,2.89,0.34
instance-c754fa9a-1e07-4e8d-89c0-45a878972632,4.21,2.64,3.04,0.44
instance-c85c35f4-09c6-40ba-8a5a-fccd1d6ddeae,14.78,2.64,13.43,0.51
instance-cbc392d9-fbc3-49f4-bf62-324a63e85560,8.98,2.64,8.14,0.32
instance-eba73af9-c314-430c-b2f9-cbddf9b71b8f,16.62,2.64,15.23,0.53
instance-ed2633ae-9436-4aa8-8f0c-5255e6e8b370,10.27,2.64,7.98,0.86
instance-f18cae60-0689-4a41-a985-8839c955a312,19.5,2.64,15.82,1.4
instance-f1ee40a1-3872-46c6-86d4-a9faefca9de1,2.52,2.64,2.1,0.16
instance-f408702b-0411-4e08-b174-1b317e192567,1.38,2.64,1.14,0.09
instance-f5395c39-7d02-4768-a056-2187c48e8f6b,3.59,2.64,3.34,0.09
instance-f668d82d-994a-47bd-9ef3-f44f84b3de19,9.26,2.64,8.66,0.23
instance-f88e4f0c-8260-4672-a1e5-8857a3e18ee1,16.99,2.64,16.16,0.32
instance-fe10ab32-9822-4646-b00d-83967f916efe,17.65,2.64,10.32,2.77
instance-038b9ce8-673f-46ec-a2d7-235eb20b5591,3.91,2.63,2.86,0.4
instance-061b08fc-1db2-4bf8-902f-64e6de967733,6.91,2.63,6.67,0.09
instance-0daa3cff-27f2-4b34-ac1b-e275a1694c39,4.16,2.63,3.18,0.37
instance-0e8e397f-eef4-4c90-9547-34436077bf7b,8.05,2.63,6.06,0.76
instance-0f174071-4bf5-4fbe-b986-844661fd0929,8.85,2.63,8.53,0.12
instance-11434758-5b62-4744-a108-e984e15319ea,4.17,2.63,3.06,0.42
instance-12532bc9-2cdc-4e02-abe9-9cfc09cf5bc5,5.46,2.63,4.1,0.52
instance-1e9632c4-236b-40a9-92d3-f14dfa320ab4,3.94,2.63,3.16,0.3
instance-1fcddc1d-1c14-4a87-bf9a-997aa9ff36b0,5.23,2.63,4.46,0.29
instance-3896cdaa-6c49-4cba-a027-270968f13840,4.95,2.63,3.66,0.49
instance-40085c79-5d75-4fa9-b62f-297dc700d50c,5.93,2.63,4.92,0.38
instance-44b0a586-9f29-49cc-b94c-49e85956225d,5.16,2.63,4.52,0.24
instance-4b028591-68ce-4d3f-9d1d-6c28818f7223,3.25,2.63,1.89,0.52
instance-4b8e9f1c-f285-4c1b-9afc-50c855178014,2.54,2.63,2.03,0.19
instance-50a273b3-1295-48e4-99ba-a0b8fa444ef1,4.54,2.63,3.7,0.32
instance-50ef5afa-1680-4a36-8add-3a3c7472f470,4.04,2.63,3.58,0.18
instance-51186846-ad81-43c7-86c9-69918196427d,5.97,2.63,5.52,0.17
instance-54c906af-58d3-4d59-ab81-756a61152489,1.8,2.63,1.5,0.11
instance-5675fd80-de74-4abe-a70d-0baff398fd3b,16.75,2.63,15.66,0.41
instance-581d0afc-c5ad-401e-a38c-ab92d89ab970,0.54,2.63,0.38,0.06
instance-62d4bec6-8c3a-408a-b812-4106984f1334,1.63,2.63,1.46,0.06
instance-6391f48c-c1b1-450b-a732-a44ca3fb6e90,10.92,2.63,7.28,1.38
instance-6c493728-d401-43f8-bbb5-b73dec64e8fb,11.15,2.63,6.72,1.68
instance-6db17000-a7d0-477c-80e0-1f37e833b6a4,2.02,2.63,1.69,0.13
instance-716f5a5c-b4b8-464e-a216-2f4afc7ba5aa,28.87,2.63,13.57,5.82
instance-770b08e4-9799-4eb3-8e89-b26c34f26afd,4.2,2.63,3.31,0.34
instance-77a682b5-d9bf-4142-8170-f5482597ba07,2.14,2.63,1.61,0.2
instance-899ce1b5-81b3-4d8b-b7ac-76ce8f5ca158,41.0,2.63,17.76,8.82
instance-8ebbe777-6c16-493d-bcf2-aecc9d619ced,3.55,2.63,2.33,0.46
instance-8edbf82a-81e8-42b0-81db-5bc8fa13218b,7.63,2.63,7.07,0.21
instance-8fb36790-b3e1-4e87-b24b-597ff6d3e445,0.65,2.63,0.59,0.02
instance-90ed4faf-7589-49d7-bdb2-3dd24d2cbddc,60.52,2.63,25.15,13.46
instance-96835147-2e7a-46cb-aee6-bed8a7d59d48,1.91,2.63,1.6,0.12
instance-a12c7a0e-e0cc-4871-9f55-4b31c09b01a3,3.66,2.63,2.91,0.28
instance-a400836d-a695-4064-a9d8-2838738b3b5a,8.04,2.63,6.3,0.66
instance-a760b7cb-ebf2-4054-b78b-b5bd4c815e51,4.77,2.63,2.93,0.7
instance-aa1b667b-dc80-42f8-ab62-78cd11622a03,10.7,2.63,6.91,1.44
instance-b3c16358-7070-4542-8547-c48f61c1ca11,10.98,2.63,8.79,0.83
instance-b8f428a3-8927-4c5c-813e-1c4807933a28,7.37,2.63,6.54,0.32
instance-c008756e-a509-4c8f-b26f-c4769eca6f82,21.43,2.63,13.96,2.84
instance-c5fc5dbb-96f1-4a4d-adfe-ed96498dff79,4.43,2.63,3.79,0.24
instance-d10ad15c-ee42-4d6c-8a02-edc371a9ffee,15.69,2.63,10.03,2.15
instance-d3fa92e3-3c2c-4406-ae09-c57c104f6409,7.63,2.63,5.82,0.69
instance-db01e6bc-4e6c-4afa-9283-d8c1e417d6f7,4.52,2.63,1.71,1.07
instance-e3d8087e-0af7-4512-bfe4-0b8365afd489,3.62,2.63,2.81,0.31
instance-ef9adef4-1f20-420a-9090-68dfcdf571ee,18.83,2.63,9.73,3.46
instance-f3d8d282-c415-474b-a1d1-fc07d654c531,4.52,2.63,4.29,0.09
instance-f552c4a0-5aa1-4300-86a1-98a51f05bb7d,3.42,2.63,2.61,0.31
instance-fb4e2097-b15c-4f97-a612-0135839a3574,3.55,2.63,3.3,0.1
instance-01855856-76b1-44d1-acfa-79ac606bebda,11.76,2.62,9.72,0.78
instance-07b15984-197b-4037-b555-5d98922971ad,10.79,2.62,10.25,0.2
instance-08b677db-b479-43c8-a4ae-43f67b2499ba,13.02,2.62,11.7,0.5
instance-1742d51e-6e2d-4662-952a-74f8ee225afc,5.62,2.62,4.6,0.39
instance-199c03cc-f20b-4c36-be59-2fabbaf816dc,3.87,2.62,2.86,0.38
instance-1e43b25d-1dd6-4fd8-aa05-fc6d11919bae,18.63,2.62,16.72,0.73
instance-20b95c94-276e-4f8e-9f6f-2c6c56abef91,4.82,2.62,3.22,0.61
instance-255ffa0c-5bd5-4ecb-8a6a-0207725615d9,11.37,2.62,5.71,2.16
instance-273ad819-9747-46fc-9854-66ec1e0166a5,5.77,2.62,3.46,0.88
instance-298f09d2-72a0-4c73-9387-ad1a1b3726e9,2.8,2.62,1.78,0.39
instance-34c9a05c-b210-4b65-a760-10f08bf5afe0,90.64,2.62,87.02,1.38
instance-365d3e7b-658b-4e88-8764-ee381a4015e4,17.04,2.62,15.42,0.62
instance-3ece89e8-6e10-4d23-86c6-290b0688ce97,3.79,2.62,2.78,0.38
instance-42758240-7e90-4e6f-8956-d08997cae993,3.27,2.62,2.72,0.21
instance-4c95dc03-68ee-4725-a18b-fbfca7ceddc6,6.01,2.62,4.42,0.61
instance-4fee7805-6cd2-4c3f-873c-2dada5e1d009,0.66,2.62,0.57,0.03
instance-53bc1709-307e-4d50-b6c5-92db937cc83f,2.97,2.62,2.34,0.24
instance-65785fdb-4a9c-4841-8644-6e4e7fe207d2,7.34,2.62,6.18,0.44
instance-662c16b1-52c3-4a44-8d44-661079e0bcf0,0.53,2.62,0.51,0.01
instance-6892e104-ca48-409d-bb5b-f62162f34ccd,5.54,2.62,4.88,0.25
instance-68fe9b8d-66ac-408f-b406-01ad73a191f0,14.4,2.62,13.53,0.33
instance-6e5c8dbd-b515-4c2d-b878-feb5f8bf328c,5.86,2.62,2.63,1.23
instance-6fb61da6-72fe-4230-ae96-173f42ffcecb,3.63,2.62,2.38,0.48
instance-710d82a2-ec5e-457c-bfa9-bbfbffea4184,27.37,2.62,11.83,5.93
instance-752a8c86-e22f-4f58-9d8b-4776223fb030,19.3,2.62,18.38,0.35
instance-783bebb0-76f1-4d48-be86-2354f5c528f0,4.29,2.62,3.25,0.4
instance-7f097391-7341-4486-97a8-07dfe98ebbfd,1.37,2.62,1.12,0.1
instance-81b7d371-909f-401c-8ba5-6cd69368ce45,17.47,2.62,13.75,1.42
instance-8794c147-c07c-4fb6-9249-46e6d5bce238,2.72,2.62,2.26,0.18
instance-88def6d1-d185-40b3-bf95-85b0bc0c204b,2.64,2.62,2.31,0.13
instance-8ac05a0a-54c1-4f15-9895-55759a7c0458,10.55,2.62,7.22,1.27
instance-8af8be12-fddb-484d-bf9f-a971da347b9a,2.6,2.62,2.01,0.22
instance-8bed81ea-07b7-4323-a829-a844f80239cc,1.25,2.62,0.49,0.29
instance-908cf290-e8b8-49ef-a650-39d6e4882c92,30.69,2.62,18.48,4.66
instance-923465fc-2e29-42ed-a3a5-80dab89cf4e0,18.73,2.62,17.07,0.63
instance-95875747-ab66-4fb1-abc2-5a277a16b1d9,4.01,2.62,2.27,0.66
instance-9807587d-b77d-412e-b9fb-f33a7e32c33e,1.5,2.62,1.28,0.09
instance-a321235d-48be-4cfb-ab8c-eeb9392c24fd,3.97,2.62,1.9,0.79
instance-a6e5eaa9-c6dd-494d-ae04-9ea187dd217d,17.49,2.62,11.82,2.16
instance-aa198c81-fdbb-4b9e-95aa-38793481a87c,3.71,2.62,1.84,0.71
instance-ac59ff99-cca8-457d-9cbc-1bc5997013ec,7.9,2.62,6.29,0.61
instance-ac81aa50-5779-4732-9ec1-bce42ff413b4,3.09,2.62,2.79,0.11
instance-b01bf7b7-135d-4fcf-aee1-56c9966f7697,2.8,2.62,2.45,0.13
instance-b1645be1-9189-4b99-afae-8ff9b46abdb3,15.59,2.62,14.0,0.61
instance-b1dbeafa-4541-4c90-9081-f8a04b295277,7.55,2.62,6.33,0.47
instance-b2ab3fdb-b9a8-40de-9e81-a584b8e95e34,1.11,2.62,1.01,0.04
instance-b37472bb-fda4-4c00-b1d1-55792d58c3f4,16.29,2.62,14.84,0.55
instance-b4901b08-b60f-4fd2-84d8-018fc4045de6,10.0,2.62,8.16,0.7
instance-b954deb7-65a9-4890-9c7e-1730fa111fa7,6.12,2.62,5.1,0.39
instance-bb5d8f81-4f58-4bb5-88ec-623db06ad95e,4.18,2.62,3.78,0.15
instance-becec68c-c36d-4b69-8351-ba730592cf4c,8.26,2.62,7.79,0.18
instance-c5298597-2cd2-42c5-9330-9e20a3f3958d,3.29,2.62,2.35,0.36
instance-c7582bca-b30f-49f1-b6e4-a12c15682572,17.26,2.62,16.04,0.47
instance-cadc25c6-7dc6-4a0c-bdc2-622b3613c073,0.79,2.62,0.68,0.04
instance-cb74376b-0dd5-4438-9470-8ee5c4ee855a,6.38,2.62,5.16,0.47
instance-cdbe81a2-401a-4625-9a81-450f3dd5e8b4,3.66,2.62,3.42,0.09
instance-cdf59571-db2d-4420-93bc-50335b008239,21.87,2.62,5.81,6.14
instance-d86bcbd0-c645-4120-8bef-3d596d53de39,29.78,2.62,27.7,0.8
instance-de4042c3-45a7-4891-8199-bbb40442eb37,3.69,2.62,2.75,0.36
instance-de7813a5-1718-42ec-9fb5-2da73d44eaa0,2.12,2.62,1.8,0.12
instance-e015107a-4a07-4951-b244-59b79fd1c7c8,2.52,2.62,2.35,0.06
instance-e53eb918-624f-4b5b-88cf-6820e23692a9,5.93,2.62,5.19,0.28
instance-e70cc4ec-b4cb-4b97-a3d4-1aed71ee8d55,2.77,2.62,2.31,0.18
instance-e8c59d0b-e9f8-4bc3-8281-8256a7c0b5d3,18.95,2.62,17.58,0.52
instance-efc1eea5-d16b-456b-947b-9dba84986966,4.39,2.62,3.2,0.46
instance-f1e83292-d882-46e7-a0bd-103f6cdc721a,1.63,2.62,1.42,0.08
instance-f6fba7e3-9dd7-494e-95e2-ba3b16730ecd,1.41,2.62,1.05,0.14
instance-fe9aeb56-04fd-4ae2-b7c0-298682033d0b,0.99,2.62,0.66,0.12
instance-0b0dc032-968d-46f8-9444-46b8cec9d46c,1.49,2.61,0.83,0.25
instance-1d288f9a-124f-4931-a604-b9132c2cef4e,10.63,2.61,4.95,2.18
instance-1fb8e0a2-c0e5-4453-9464-8918433447cc,14.32,2.61,8.54,2.22
instance-21e14e30-17ff-43a7-b412-542c60c637b4,5.04,2.61,3.17,0.72
instance-256ef62e-f257-44f8-9e7e-d685f817b7d2,17.22,2.61,15.96,0.48
instance-2845d0a4-c744-45c3-8095-662cd750d00b,18.97,2.61,18.23,0.28
instance-3bee4c15-4046-42fa-b652-778f017a468d,2.22,2.61,2.03,0.07
instance-43a8c633-445a-4e2f-b1a6-6cf35d29268d,2.53,2.61,2.28,0.1
instance-46317115-30bd-4dbf-89ef-db6610457074,2.47,2.61,2.23,0.09
