instance,recent_max,z_score,historical_mean,historical_std
instance-c70d17e8-b07d-49e8-b689-b5710ebbdbe3,5.57,2.74,4.63,0.34
instance-c74dd84d-fcbb-40e5-968d-7209669b6914,4.14,2.74,3.32,0.3
instance-d0a5f41b-e047-47b3-98b0-9b84dc65d6a7,4.32,2.74,3.62,0.25
instance-d618b694-b234-4cbd-a2e1-d0dff8893370,4.13,2.74,3.82,0.11
instance-de6279b5-e980-44f7-a850-0ccd36f97e48,0.35,2.74,0.3,0.02
instance-e627ac74-be42-4bb0-8318-24158a378596,19.18,2.74,9.01,3.71
instance-eafc87fd-53e0-45f1-95f2-ac846afd3d6a,7.41,2.74,5.64,0.65
instance-ef96a0e0-70a7-400d-bb02-c9261c37d76d,1.89,2.74,1.1,0.29
instance-f3ea36f5-0939-457d-897d-22e99c6a6881,4.54,2.74,4.4,0.05
instance-f468636b-3ad4-427b-bae2-833b8f90f948,8.79,2.74,7.9,0.32
instance-fa8bc113-74c4-4c62-a2b5-26e7ccb2af52,1.97,2.74,1.82,0.05
instance-fc520dcd-181a-4278-bd1e-860a9a39f9b4,3.47,2.74,3.18,0.11
instance-0220895b-ad0f-4d15-a38b-aa0e1689f607,4.38,2.73,3.11,0.47
instance-054ceacd-4021-44db-94a1-87c4061fd217,3.12,2.73,2.45,0.24
instance-0bd0b4f4-f5de-4566-b1ed-8b2913299113,4.19,2.73,3.35,0.31
instance-219f5629-fdff-48dc-bd34-db2f0178b0bf,1.65,2.73,1.38,0.1
instance-369522ab-bd6b-4d9b-a3cd-bb9d60678b44,3.26,2.73,2.5,0.28
instance-39944ad3-41d6-4b22-a88c-09abdc041d0a,10.44,2.73,9.47,0.35
instance-42b0b0c5-635c-4490-8a9b-48b85192cb3b,1.81,2.73,1.6,0.08
instance-450b3058-743d-46af-bc9e-1e55cfeabbb1,14.16,2.73,7.63,2.4
instance-4b979edf-1fa4-4375-bc79-6d056a8211f4,27.56,2.73,6.48,7.73
instance-5b1a80fa-154d-41ab-9d79-2487f887d8fa,4.26,2.73,3.24,0.37
instance-604c28e1-c80b-482d-bacc-87beb308181a,4.82,2.73,2.56,0.83
instance-62d6cf4f-4155-4e68-a9c1-b9862ca4cda6,4.83,2.73,4.26,0.21
instance-69cc1a97-07ce-4693-bebb-b05c9d0dfa9d,0.36,2.73,0.35,0.0
instance-716ed8d7-1fab-48b1-8b15-61accfca65f1,3.14,2.73,2.53,0.22
instance-74ce13de-6d66-4a78-b51d-5c97b5ae2ebe,4.72,2.73,4.17,0.2
instance-809a0ff3-e762-42c4-8752-f625af9fb48a,14.93,2.73,13.93,0.36
instance-8148c397-12c5-49ec-909a-4cb31057260d,0.75,2.73,0.65,0.04
instance-82a21450-1eb0-47d7-b4bf-b98f58285b00,0.57,2.73,0.44,0.05
instance-8cbd8bff-98ad-4047-bb6c-da717e5413f5,4.66,2.73,4.22,0.16
instance-90adb3cf-cff5-4774-b65e-f07c70803f50,4.22,2.73,2.76,0.54
instance-9fe50e61-5acd-4593-b3ef-7ae9c30073c8,2.29,2.73,2.17,0.05
instance-a5bd0d0f-ef92-4fc6-ba0f-ee2b277be445,15.23,2.73,11.08,1.52
instance-b48914cb-fb79-4348-884d-d0c576f74acf,4.59,2.73,4.1,0.18
instance-b808e1cb-8139-4d14-891a-81ec5def6861,1.73,2.73,1.47,0.09
instance-bfd581d5-1764-4a5d-b3f6-b847189d2366,3.46,2.73,2.55,0.34
instance-cbf4dde6-4605-4bd3-9db4-ba27fab6e669,19.12,2.73,16.97,0.79
instance-d27a4242-634b-467a-ac5e-40d98586e8a8,24.38,2.73,23.13,0.46
instance-d55f29cd-f8a3-4a67-8279-6d5a46f94566,0.51,2.73,0.48,0.01
instance-d6e5b4b1-9ee4-426c-a919-2e76a2879fdc,5.6,2.73,4.13,0.54
instance-dbb0bd57-8c39-488f-803e-01bccb45ae71,7.42,2.73,6.26,0.43
instance-dbe0061c-58c5-45c1-bb79-08d804ccc751,5.13,2.73,3.81,0.49
instance-dc9df1e7-8bad-432d-8b3f-20b323f2ea7c,3.39,2.73,2.9,0.18
instance-e0f0c3c5-0ed2-456e-b316-a5427a326a91,1.48,2.73,1.18,0.11
instance-e8c5b4e9-8691-46c3-9c4b-b83b958bc8fa,7.72,2.73,6.13,0.58
instance-eb98e6af-d189-47f4-aad0-d4e51040abe6,17.43,2.73,15.95,0.54
instance-ede6edc8-9f4b-4419-8ff2-9b641406f432,2.76,2.73,2.25,0.19
instance-f4137a61-f2d1-4687-9cb4-b3969c817002,36.53,2.73,31.39,1.88
instance-f8b18808-93ce-43fd-b086-4b40df83e89f,17.89,2.73,15.42,0.9
instance-01437ba5-4e5a-4d01-bf15-f14ac6e3a4cf,3.85,2.72,3.35,0.18
instance-0e806291-f569-46ae-bd26-bba071e62502,0.97,2.72,0.8,0.06
instance-104cb19b-6a7b-4634-b098-bf11a4558f10,30.75,2.72,22.04,3.2
instance-1af0cd64-5a99-408d-b938-d596f9e793b2,4.31,2.72,3.79,0.19
instance-1da4cdc5-6c27-4a5b-b7ef-c39b91b0249d,9.14,2.72,8.19,0.35
instance-2382078e-b4d6-4880-a8e0-7382600ac3cf,7.5,2.72,6.69,0.3
instance-2f441860-fa20-4e6e-803c-0d8acc292d9c,4.15,2.72,3.44,0.26
instance-3154f212-b918-4f16-8518-fd6ebe19339e,10.76,2.72,10.35,0.15
instance-3629e4f9-c33c-4b0e-aaa4-37d181b435cc,15.47,2.72,10.21,1.93
instance-370fd872-ae44-49f9-8406-015ec7fb38c0,3.21,2.72,2.62,0.22
instance-39e87cc2-6b53-4219-a2c5-cea5df82263a,2.56,2.72,2.23,0.12
instance-3c91caf0-1360-476d-869b-ccded0dbb12f,34.24,2.72,22.23,4.42
instance-445c7aa6-1a16-4f23-ae39-5ad0154ff41d,2.74,2.72,1.81,0.34
instance-45de6dd4-85a9-48d9-892c-940371a30f87,0.38,2.72,0.35,0.01
instance-471e3c12-ef2f-452c-a4f4-c3e606938066,1.41,2.72,0.38,0.38
instance-485f2ae5-5a55-4888-a279-b89231436f04,4.04,2.72,3.01,0.38
instance-4906f43b-dbaf-4008-b60a-d8432e1fdd10,8.28,2.72,7.78,0.19
instance-4fa0c72d-5335-4c34-a35d-413b45ecf568,14.3,2.72,7.98,2.33
instance-506fd2b0-bcec-4abb-9393-55567f6420c2,1.25,2.72,1.03,0.08
instance-52d153b3-1975-40ee-84ea-cffd38c4e163,2.11,2.72,1.4,0.26
instance-5a98f97f-b65f-4438-92cb-8bc8d9cc2c39,1.38,2.72,1.12,0.09
instance-617827f8-33e5-481d-bb58-5d5a781f150c,23.02,2.72,11.01,4.41
instance-62944207-3a2a-4482-8fee-c0850a6bb1b4,5.38,2.72,4.99,0.14
instance-64142446-1bb6-49d1-91d6-6ea392185f57,7.56,2.72,5.97,0.58
instance-66353546-f220-48d2-ab74-f4398c4dfb95,2.54,2.72,1.47,0.39
instance-666db02a-422e-45da-a086-d0068b461a0c,3.96,2.72,2.89,0.39
instance-82290ebc-d226-43a6-91ac-7302550dc53d,13.54,2.72,6.04,2.76
instance-8322c55a-f2cd-417f-9a2d-185708a7f5c9,4.02,2.72,2.94,0.4
instance-838228b4-2da3-4831-8a67-181c383c9298,1.01,2.72,0.83,0.07
instance-8d28f31a-2b51-4a27-a097-c1eab195d75f,2.36,2.72,1.82,0.2
instance-8e26d860-883e-4d4f-ab82-09baba14e634,3.83,2.72,2.82,0.37
instance-93101859-d338-4cab-9879-e901c13128c2,3.67,2.72,2.63,0.38
instance-96e28fb7-4c4a-4193-9c78-377251debe46,3.96,2.72,3.71,0.09
instance-9d8e1d83-5949-41ee-b313-50e0b51bef84,1.54,2.72,1.28,0.1
instance-9d9c1718-2b4c-460b-8c02-7168472d4fc8,2.51,2.72,2.19,0.12
instance-a0d2b80d-a4d0-4900-8518-fef2ffc312ab,8.71,2.72,8.1,0.23
instance-a673183f-851f-4d9b-8362-632c46051e7e,5.21,2.72,1.12,1.51
instance-affdbc49-71b3-46f3-a91f-67fe79a1bb78,3.16,2.72,2.48,0.25
instance-b27015e9-dbe5-41c3-a0c6-e969d9d6e3f2,0.56,2.72,0.52,0.02
instance-ba0f0361-e18b-4248-8ff8-3f4792a40260,4.44,2.72,3.29,0.42
instance-c0ebe1c8-361e-4c0c-abf5-ddf5c1b10e18,7.2,2.72,6.79,0.15
instance-c3bc0ab7-7e52-4062-b7a4-57135accabc1,20.19,2.72,12.8,2.71
instance-c640ec3a-873c-4f4a-924a-70617df3c185,3.87,2.72,3.63,0.09
instance-c7ae3068-be61-424a-9898-d40bee85b8b2,9.97,2.72,9.11,0.32
instance-cb175747-3709-46da-b6c3-83246fc96cd5,10.55,2.72,8.6,0.72
instance-d6d3eb45-6bf0-4403-b896-584bcb131c62,5.43,2.72,5.07,0.13
instance-d7d1ea04-5e71-43db-94c9-c785db08ea26,3.81,2.72,3.19,0.23
instance-ddbbb0b8-d7d3-46ff-b77a-ade8a7cf218c,9.16,2.72,8.22,0.35
instance-dfd41f38-ee77-405f-8db9-a3eeacc8ddf3,2.78,2.72,2.12,0.24
instance-e5f4014c-2caa-4736-86f8-1a942eaee3ff,16.57,2.72,4.87,4.3
instance-e760a56a-87c3-4c4d-bffa-f772709c0331,1.52,2.72,1.27,0.09
instance-f151b556-8a75-4b80-8842-38d4f138ca62,14.45,2.72,13.43,0.38
instance-f684a081-9b63-4a1b-a710-54ce55195bf5,2.61,2.72,2.09,0.19
instance-fb6f7f3c-da10-4207-8a90-b3c05260289d,17.43,2.72,16.29,0.42
instance-032bacf7-c6df-44d9-a46f-56289c2d93cf,1.9,2.71,1.63,0.1
instance-0c550506-dc3f-4eac-9a21-5746ef1e47ba,1.46,2.71,1.2,0.1
instance-129bb743-976a-48d0-ba94-b596d68cbd4e,2.18,2.71,2.06,0.05
instance-1d4aedff-b6ec-42a9-89ca-18feef8fa5fc,2.18,2.71,1.73,0.17
instance-1ef387f6-e5fe-4746-bd3a-c9998bcf8bc9,1.16,2.71,0.58,0.21
instance-290879fd-8def-4994-99a1-0e266b879072,5.77,2.71,3.34,0.9
instance-2da20852-f096-414a-816c-824d798ced3b,7.59,2.71,6.67,0.34
instance-30f5b349-092e-499b-a51f-be013cd77f41,8.05,2.71,6.42,0.6
instance-33f5d770-5083-4bb1-a710-ec9df07c6edf,2.81,2.71,2.46,0.13
instance-386c2b85-7a14-4077-a432-697d1cbe5cd1,4.55,2.71,4.37,0.07
instance-43d10e68-d78d-46a7-82d4-8cdfbf86dec1,1.39,2.71,1.21,0.07
instance-52481e0f-3497-4596-bdda-a422da5c2f05,1.05,2.71,0.94,0.04
instance-6550c808-aa88-4832-b4a9-a9f590a02ec2,3.57,2.71,2.84,0.27
instance-68e306cf-f150-40e3-b37a-db0aaf23980e,3.55,2.71,3.11,0.16
instance-76162409-0db4-454d-8b32-a96e54ced1b5,18.4,2.71,15.71,0.99
instance-7664f064-e537-4a5f-a496-445235e3fce1,0.07,2.71,0.06,0.0
instance-7a401aab-61cb-40d8-af07-7cd014de0793,2.66,2.71,1.77,0.33
instance-85ee88e7-1864-4499-a349-7c28a7c6f413,4.23,2.71,2.87,0.5
instance-8f5b3477-4757-4b4f-9767-8f22913dfca2,6.92,2.71,6.05,0.32
instance-98427c25-d383-40a5-88fd-aa7632acf7d0,9.45,2.71,4.87,1.69
instance-98cb7ebb-bc79-41da-8bf3-72934648bca6,0.51,2.71,0.41,0.04
instance-9d71c307-c953-472c-8009-d0bc5055096a,0.56,2.71,0.44,0.05
instance-a43805cc-46c4-498f-b424-bce611ea43a0,7.29,2.71,6.36,0.34
instance-a498a81b-f518-4742-a6f6-29a60111fe7f,3.43,2.71,3.21,0.08
instance-af5cdc18-0870-4a25-a85b-9e009d3a3f16,4.15,2.71,3.17,0.36
instance-afb3916b-bbd0-45b3-ba74-cd69eaf2e1bf,12.92,2.71,11.03,0.7
instance-b1a1dcce-c690-444c-b473-c29cd71c9a04,3.77,2.71,3.66,0.04
instance-b432b650-eb12-413e-9498-116dfa626d09,0.62,2.71,0.58,0.02
instance-b7258667-d63e-40a3-a801-cfe22fe1b50c,1.38,2.71,1.26,0.04
instance-b8340331-448c-4e51-8a85-bc2c1ebd48a0,16.27,2.71,15.38,0.33
instance-b9e245b3-6499-4d97-879d-6479e0455302,14.86,2.71,12.72,0.79
instance-c723a5c1-4bbd-47ba-9f54-8ae4ee43a0f7,7.77,2.71,6.32,0.53
instance-ca595c87-0c2b-4f2b-985e-f3cdb763be36,13.12,2.71,12.38,0.27
instance-d2dcd4fa-3c19-4ae2-87f3-3d797de80fde,4.54,2.71,4.34,0.07
instance-d41be0ce-1c7e-448a-859b-d2948e024de5,6.65,2.71,3.28,1.25
instance-dfc8622c-176d-4494-8061-17620f892584,0.55,2.71,0.43,0.04
instance-e237c417-b410-488c-b8ab-032f5e7b3c9d,5.03,2.71,4.35,0.25
instance-f6e1a351-f3a7-475a-8b32-bf1b05a89dae,78.63,2.71,17.34,22.61
instance-fb97dfe2-bb5b-4e81-a81f-f61accfcb03c,2.85,2.71,2.25,0.22
instance-fe4acc11-cb76-411d-8983-43a296b50ab1,6.58,2.71,5.17,0.52
instance-032d4738-d814-4304-82c0-a45b74312256,2.27,2.7,2.04,0.09
instance-0b4f6cf1-7fdd-46bb-ba6a-f316196b51aa,9.85,2.7,8.96,0.33
instance-0df465d6-5df7-4033-b30d-f16e06168846,4.02,2.7,3.26,0.28
instance-16b7ed5a-ba0f-46d7-80e9-1c34a357eb0f,5.62,2.7,3.07,0.94
instance-1e1224db-df4a-49d8-a1ba-818f0e1b1555,10.35,2.7,9.18,0.44
instance-247e19ef-7bd8-420f-b649-288d09db36bc,5.56,2.7,4.17,0.52
instance-2e4b211c-5c0d-41ea-b618-b7b31e348e2f,8.51,2.7,6.69,0.67
instance-31c9d0d9-2529-4a3f-8369-7fbbca0f11c9,1.71,2.7,1.47,0.09
instance-3243fdd6-ce3a-490d-ba2e-85b5be420aa5,7.66,2.7,6.02,0.61
instance-35461b9e-0dff-48f2-8329-66628b5f6588,4.68,2.7,3.93,0.28
instance-3abcd547-beca-48f0-b419-29e37fb2d68e,3.77,2.7,3.05,0.27
instance-4daff85e-8693-41a9-81a1-ec849bde73df,29.27,2.7,25.01,1.58
instance-4ea0b588-de4f-45da-89a8-e577f548dac8,2.84,2.7,1.45,0.51
instance-5fe224d1-62d1-4051-93ad-80302bd82cfb,1.18,2.7,1.05,0.05
instance-6070cbfe-9a5f-4560-b4c4-9c6a2ef8547f,2.6,2.7,2.44,0.06
instance-6cb9287b-9ded-49ac-af1c-72d8682f1108,5.91,2.7,2.64,1.21
instance-72f226be-3188-4dd7-b59f-af33a4961862,15.02,2.7,13.77,0.46
instance-7932aae4-51a0-4cd4-966e-de9d06370178,1.88,2.7,1.78,0.04
instance-7b64a0eb-ab1a-4335-91b7-aff7c27863bb,0.78,2.7,0.72,0.02
instance-7d2716cb-22e0-4049-b45b-e3a3280e6ee2,9.66,2.7,8.5,0.43
instance-80e9caca-9213-44e3-9dca-0c39625a52c7,53.48,2.7,37.67,5.86
instance-8310ec8c-4735-4cd2-8136-68dc2a414622,17.62,2.7,16.29,0.49
instance-84829303-caeb-4c35-b969-8a42b255b759,4.34,2.7,3.32,0.38
instance-8624d801-932c-4ffd-8c9f-4447a0721f9d,1.53,2.7,1.29,0.09
instance-86643011-f5da-4ac8-b6b7-abc75348944f,6.36,2.7,5.94,0.16
instance-8f38131f-8efd-46ef-80e3-e5e3b0e9376d,20.09,2.7,17.12,1.1
instance-9c219085-555e-4fd2-a0d1-26347bc7f59e,7.67,2.7,6.94,0.27
instance-aec921f4-c5a4-4a3e-a52b-c32b97026806,14.22,2.7,13.28,0.35
instance-bd08a66b-1e66-4236-894c-bb452b8dc3fc,0.57,2.7,0.48,0.03
instance-bd51c762-48b1-4d00-9606-d9130d38e273,18.45,2.7,15.24,1.19
instance-c04fdda5-abc5-4b9d-b449-30965302e4a8,1.42,2.7,1.26,0.06
instance-c2752d73-0fe7-44aa-ab88-30a99c7112d8,5.32,2.7,4.68,0.24
instance-cd43b9ae-fca7-4400-bb21-e8bf7bb945b8,17.42,2.7,16.54,0.33
instance-d1a94fd5-d53f-4d1f-b2ac-2c51d598da0f,17.81,2.7,16.49,0.49
instance-d9d0e1e0-c03b-4233-afdf-5e9db963efeb,16.27,2.7,15.6,0.25
instance-ddd0c3bb-c44f-4498-8011-0d411134f499,3.77,2.7,3.45,0.12
instance-dddab4f7-d4f8-45e8-b0f7-bace959535d1,3.54,2.7,2.8,0.27
instance-e18c5ccb-92d8-4b3b-a2f5-06639fbe2b1d,18.45,2.7,16.63,0.67
instance-e25d965b-9ba4-43ce-921e-9c06deb1f1e8,2.37,2.7,2.18,0.07
instance-e5628e60-0846-47cc-bd9b-82654996ebfe,1.75,2.7,1.46,0.11
instance-e90df690-84a7-44a2-9c3c-0fa413274f26,2.86,2.7,2.66,0.07
instance-f3c568f6-0ec4-4f57-bac9-c261bcd4c7eb,1.8,2.7,1.53,0.1
instance-f6709538-c0c0-44ff-ac24-18baefc8f4a0,3.19,2.7,3.05,0.05
instance-fb7ad57b-c5b0-456e-bd9a-463a6840b41b,9.17,2.7,6.06,1.15
instance-0108b362-97fd-4189-a8b8-b3c787818f70,3.84,2.69,3.52,0.12
instance-01d95ce3-c512-4ac1-83a4-0ab0e6f16ce6,3.46,2.69,2.76,0.26
instance-03cb80b8-03dc-4c9a-af89-fb5b7ba7d6d1,10.96,2.69,7.5,1.29
instance-04c7f1c0-5465-4632-89e2-e02226fa0254,10.16,2.69,7.89,0.84
instance-0f24e682-b1b1-418b-a470-70cde1b5276f,0.64,2.69,0.51,0.05
instance-1205ae18-20e1-443c-909f-347551e2d28e,24.49,2.69,14.2,3.82
instance-14a2ad22-2a1d-48eb-901e-82a3b92cabd2,10.0,2.69,8.62,0.51
instance-152c60ca-569d-439a-bd3f-b22d0619314c,3.47,2.69,3.21,0.1
instance-1b228f2e-9817-459e-89a7-54b37bb9b2f0,18.11,2.69,16.34,0.66
instance-2d94e8f9-60e9-4756-b62d-cafef02ab5d8,2.68,2.69,2.07,0.23
instance-318ffbb0-e307-4e88-a54e-ebaeb302ef83,3.97,2.69,2.93,0.39
instance-39324f5c-a43f-43da-87fe-295443d5c1cc,42.38,2.69,40.41,0.73
instance-3e78b850-ec09-4916-a669-a970e2c3680b,11.79,2.69,9.99,0.67
instance-4260d756-0607-43cb-927b-d7a51c392247,4.16,2.69,3.63,0.2
instance-51862994-bbd9-4ee3-933b-0daf27425b4e,5.59,2.69,4.0,0.59
instance-53df0e3a-da07-4fee-a71f-ccc25a8f6e8c,18.1,2.69,17.16,0.35
instance-5754e494-da4d-4031-9689-eb646bc36bcf,2.83,2.69,2.54,0.11
instance-5bb3d4c4-449e-496c-89dc-9a3474f25f45,7.03,2.69,6.47,0.21
instance-5dc52aa8-cab5-4e43-81ac-05211558fd3d,14.01,2.69,10.02,1.49
instance-612d0934-4612-4eec-8b13-59aaca17cc13,7.4,2.69,3.97,1.27
instance-670448dd-03bc-4cf5-b2a6-05213999d130,10.95,2.69,7.27,1.37
instance-715dff09-3941-4d11-bf2c-97da0ae116fb,1.23,2.69,0.96,0.1
instance-72e359ea-b22a-48ff-9afa-008632677901,10.11,2.69,9.1,0.37
instance-7829c51c-5bf1-4fd1-be70-c99fd5fc081e,8.19,2.69,4.9,1.23
instance-792b30be-d078-4335-9f1b-c0041c40c075,16.97,2.69,15.91,0.4
instance-9969b397-e605-4251-a8a0-11a0cfbc03f7,19.19,2.69,18.51,0.25
instance-9acb8af6-16d8-439a-9f09-5e44a35a263c,3.36,2.69,2.51,0.32
instance-9db61032-4a31-42c3-8a04-cd13670bb79f,3.96,2.69,3.39,0.21
instance-9f626f5c-eb6c-4960-87e9-24061d87c22c,12.33,2.69,6.2,2.28
instance-9f6ece22-107e-44cd-b704-00fc531fa240,3.91,2.69,3.66,0.09
instance-a28247db-b66c-4187-826f-8074a5ed4b1d,3.69,2.69,3.58,0.04
instance-a630b4e3-1ccc-4143-a178-c4a29d9f31ed,1.62,2.69,1.33,0.11
instance-a860d344-c93e-4e40-abc7-3db59647e9bc,7.58,2.69,4.64,1.09
instance-aa172732-4182-4f85-9323-23bb07582c69,19.24,2.69,7.75,4.28
instance-b44c7ce6-e329-4440-8eab-885e2f1a3428,6.08,2.69,4.39,0.63
instance-b76d6943-8bd6-4a50-a0b5-bedb7bc612e0,4.0,2.69,2.88,0.42
instance-bcd74571-a5a1-4a5f-a7d3-d89690249cf7,12.73,2.69,11.76,0.36
instance-c1622d9f-5962-495a-a75a-64d9823e1de0,4.74,2.69,2.96,0.66
instance-cd18ba47-bb22-4902-83fd-ae50ae9cc184,3.7,2.69,2.18,0.56
instance-d0382b8a-16e6-45e0-8aa3-8a6509fc7fbb,1.47,2.69,1.29,0.07
instance-dbd0754c-c732-4fc5-8789-71d928d74077,1.85,2.69,1.09,0.28
instance-e07d0e7b-8953-494a-b57e-0390c1a82593,8.2,2.69,4.49,1.38
instance-e45b8343-7709-440d-a6d2-3c14b97c4506,22.01,2.69,14.4,2.83
instance-e58f89c3-894e-4b6e-a6bf-fc786e89810a,31.73,2.69,15.85,5.91
instance-e6afbeb0-9a28-4aa9-be75-8c6a91e0502e,11.4,2.69,6.21,1.93
instance-e731357e-b749-4696-a83b-7f810a2956a3,1.04,2.69,0.8,0.09
instance-ee337246-255a-4561-ab6e-2a3df7d257c8,19.38,2.69,17.87,0.56
instance-f4cd2f88-3112-4076-bf80-5b8e9a07a3c1,3.55,2.69,3.23,0.12
instance-fcd04b5f-1a6b-44f7-bbde-13644ce84978,3.26,2.69,2.4,0.32
instance-fd45715c-316d-415b-9546-c159b0563a7a,0.65,2.69,0.61,0.02
instance-0577bb43-1b02-44d9-882e-6dc4e01d5646,2.45,2.68,1.92,0.2
instance-10faca97-615e-43d0-8959-d6bb1089b44c,1.59,2.68,1.17,0.16
instance-13b41e5d-69c9-4c5f-aa02-2c8ba0b360aa,10.23,2.68,2.94,2.72
instance-220eb61f-ca3e-430a-909a-b0de011e2f3e,4.06,2.68,2.97,0.41
instance-2800f279-4990-462b-a819-a0327a1a6e3b,3.34,2.68,2.07,0.47
instance-29c4b628-0e92-4fdb-9de3-e115b6aaa469,2.28,2.68,1.78,0.19
instance-33e5e285-d354-4d57-92d4-2e83ff9a2ab9,1.88,2.68,1.02,0.32
instance-3624403d-b51c-4503-863d-1eb417536d3f,1.46,2.68,1.35,0.04
instance-385b79d9-b260-4436-b5ac-bcbf4b30f1e3,4.17,2.68,3.1,0.4
instance-3dee9b94-2e5d-4c01-95e3-9fee6e38c202,16.5,2.68,15.24,0.47
instance-3e22bc7d-e871-486b-b0fd-97f340012398,4.1,2.68,2.42,0.63
instance-4ee3d92f-32df-4c16-b23a-cb47ef27a923,30.47,2.68,20.65,3.66
instance-4ef3c393-243d-412a-948b-55c70930fa55,10.87,2.68,10.46,0.15
instance-51f17973-702d-46bd-96a3-fac6576751c1,1.93,2.68,1.46,0.17
instance-6d2c49d8-aa7b-41d4-a83f-be013d7c5ce3,1.52,2.68,1.34,0.07
instance-6ff3e1f8-0933-4ee9-9745-f8bd11b58025,4.29,2.68,3.81,0.18
instance-7499e1d4-9606-4c54-842e-e66690b1487f,14.91,2.68,13.77,0.43
instance-7a87aa8b-ac07-4406-8aa7-dc8046d06422,11.26,2.68,9.56,0.63
instance-8decd490-672b-4221-bded-ceb06c0e7a42,3.9,2.68,2.86,0.39
instance-a23951d6-e88b-4e2f-91e4-e4f6f00ff70d,1.87,2.68,1.51,0.13
instance-a5c53256-6cc1-411e-9784-a6641c9cd391,3.82,2.68,3.54,0.11
instance-a7eaf912-cc37-4410-b051-704cbac45576,3.94,2.68,2.84,0.41
instance-b994775a-4123-43d8-9a0d-6fcc643ad146,17.05,2.68,15.99,0.4
instance-c7b69f2a-416d-4313-8c93-1a3760493e46,4.37,2.68,3.14,0.46
instance-d0ce9df6-54f5-4f7d-b76b-8c8789f91412,2.37,2.68,2.14,0.09
instance-d5abfe3c-220e-4b88-a331-06324d1e4ea2,3.58,2.68,2.84,0.28
instance-d783f26d-814a-4a3e-81c7-ac78d8d73340,10.27,2.68,7.99,0.85
instance-dc95a514-dba1-4b9d-ab8d-e6beffae1fca,5.19,2.68,4.23,0.36
instance-dfb263ac-afb1-4d4d-9f18-a06a8f52ff76,18.41,2.68,17.04,0.51
instance-e340eecc-e5c7-4196-a045-d56704ddc460,17.54,2.68,16.21,0.5
instance-e3ee81df-f390-481f-bd41-89d1cc781a63,5.5,2.68,2.16,1.25
instance-e656cbf5-222f-4122-b1ee-6cf34f3dc5e8,3.54,2.68,3.21,0.12
instance-e96c6e4a-1175-4cbb-94dc-4ec46c4f363c,5.16,2.68,4.76,0.15
instance-e9ae5397-b1dd-4abf-b4f3-d2253898da2f,0.46,2.68,0.42,0.01
instance-edcdf481-716c-4b81-b49e-70e3763ca8b4,3.83,2.68,3.06,0.29
instance-eff34e13-e923-4afd-b358-900d7b266733,3.38,2.68,2.79,0.22
instance-f158251f-90a0-45cf-8a02-631c2506764b,8.45,2.68,7.5,0.36
instance-f6103b2a-172b-4eae-84c7-3d76786f1c18,6.3,2.68,4.92,0.51
instance-f6459537-59f5-49df-b39a-ba27b2d04653,5.72,2.68,5.38,0.13
instance-f8dc8338-601a-4b94-9e13-1d890967be57,0.66,2.68,0.58,0.03
instance-fe2e42ca-d13b-4cc3-a4f1-0d410c728876,16.87,2.68,15.9,0.36
instance-02aa61ed-676e-4792-9701-b1568d9bb181,8.33,2.67,7.69,0.24
instance-0967e5f8-d68c-479b-bd1e-3a10b7fb9f79,9.01,2.67,5.01,1.5
instance-0b385ae2-bef1-42c2-9af5-d9b63c64d1c0,6.59,2.67,5.83,0.28
instance-0f9e857a-82ab-429b-b429-dcb1534cd7e1,8.72,2.67,8.0,0.27
instance-1f32ee35-ae60-4663-9406-56d9e5401835,15.15,2.67,14.15,0.37
instance-236c4aa5-d1bb-40de-9530-dd1fda5514a0,7.67,2.67,6.02,0.62
instance-28e00e27-63d2-429e-9a55-7a79c8d05996,4.0,2.67,3.0,0.37
instance-3226e151-6160-49f5-a8e5-0fb7ba60755a,23.38,2.67,13.42,3.73
instance-352ff78e-2f3e-44b9-a0ff-c73f46b31a1f,2.47,2.67,2.24,0.09
instance-3ad581e7-ca51-4dcb-9839-5019576e7ad4,1.68,2.67,1.35,0.12
instance-3cc0d102-2822-4e0a-bfb5-4a5bf99c56c6,2.63,2.67,2.07,0.21
instance-3e4e119c-e95e-431b-85d7-8680101f02e0,21.58,2.67,19.29,0.86
instance-44f49143-827e-403e-a24d-92294785e502,18.08,2.67,16.67,0.53
instance-46ec4b7a-2724-4c1f-993c-14bde7837329,4.48,2.67,3.46,0.38
instance-47f2664f-cda6-405a-b9f9-d2c8abe2c37a,0.53,2.67,0.51,0.01
instance-4c2402a8-9b20-4c34-9efc-d9c353efa9f2,19.13,2.67,16.38,1.03
instance-4e93ae68-6fba-4d55-a306-a0826f8260fe,16.27,2.67,5.17,4.15
instance-53309c0b-5298-4edb-8d89-c32017d3620c,3.82,2.67,2.82,0.37
instance-5bb122a5-9a6d-4d42-bb5a-602cc265d960,12.64,2.67,11.77,0.33
instance-5f810689-64dc-4ca3-96cb-1d92db19d9cb,0.83,2.67,0.68,0.05
instance-65896c52-496d-4436-9221-1085726bf30d,15.7,2.67,10.35,2.0
instance-6cbcf75b-12c0-41c6-9e08-a5704cab1569,3.31,2.67,2.92,0.15
instance-71bf6e6d-9d26-437d-805d-cd063a77d7a5,0.89,2.67,0.78,0.04
instance-7d1d021d-5c32-47a6-8cc8-e351546d4b15,24.44,2.67,14.93,3.56
